objetID;dateReferentiel;route;longueur;ploD;absD;cumulD;xD;yD;zD;ploF;absF;cumulF;xF;yF;zF;cote;voie;accrochage;CodeMacroSection;MacroSectionEquipee;NomStationRef;CodeSiredoStationRef;TypeStationRef;TypeStationRef_lib;DateStationRef;IndiceNational;sectionnement_gestionnaire
Obx54ySqFt_6076;01/01/2019;N0013;10439;14PR87D;887;50089;434358,41;6912039,97;0;14PR98D;183;60528;426603,51;6916299,41;0;I;0;ACCROCHE;N0013_M11;1;N13_GUERON;MrC14.I;2;QT, TT, VT, LC, VC;01/10/2017;0;DIRNO
Obx54ySqFt_6077;01/01/2019;N0013;36465;14PR98D;183;60528;426603,51;6916299,41;0;50PR5D;0;96993;394074,39;6919834,46;0;I;0;ACCROCHE;N0013_M12;1;LONGUEVILLE;mrc14.Q;4;QT, TT, VT, LC, VC, KC, EC, PC;01/03/2017;0;DIRNO
Obx54ySqFt_6078;01/01/2019;N0013;32811;50PR5D;0;96993;394074,39;6919834,46;0;50PR38D;644;129804;374877,05;6942924,59;0;I;0;ACCROCHE;N0013_M13;1;SAINT HILAIRE PETITVILLE;MRM50.E;2;QT, TT, VT, LC, VC;01/10/2016;0;DIRNO
Obx54ySqFt_6079;01/01/2019;N0013;14209;50PR38D;644;129804;374877,05;6942924,59;0;50PR52D;390;144013;367711,35;6954149,03;0;I;0;ACCROCHE;N0013_M14;1;ST_JOSEPH;MRM50.N;3;QT, TT, VT, LC, VC, KC;01/01/2017;1;DIRNO
Obx54ySqFt_6080;01/01/2019;N0014;5600;95PR20D;0;0;632260,87;6883356,66;0;95PR24D;800;5600;627205,53;6884706,48;0;I;0;ACCROCHE;N0014_M1;1;N14_OSNY;MIO95.N;2;QT, TT, VT, LC, VC;09/09/2011;1;DIRIF
Obx54ySqFt_6081;01/01/2019;N0017;9817;62PR36D;100;2960;684549,57;7027252,55;0;FRD;0;12777;687261,32;7035782,57;0;I;0;ACCROCHE;N0017_M2;1;VIMY;MLP62.E;2;QT, TT, VT, LC, VC;01/06/2010;0;DIRN
Obx54ySqFt_6082;01/01/2019;N0019;10599;DRD;0;0;662820,81;6851563,35;0;52PR54U;0;10599;670380,21;6844764,59;0;I;0;ACCROCHE;N0019_M1;1;N19_BOISSY ST LEGER;MIM94.O;2;QT, TT, VT, LC, VC;08/06/2012;1;DIRIF
Obx54ySqFt_6083;01/01/2019;N0019;8186;52PR55U;0;10781;870907,54;6761973,64;0;52PR63U;290;18967;873906,61;6754892,87;0;I;0;ACCROCHE;N0019_M2;0;;;;;01/06/2019;0;DIRE
Obx54ySqFt_6084;01/01/2019;N0019;2449;52PR63U;290;18967;873906,61;6754892,87;0;52PR65U;719;21416;874429,13;6753405,95;0;I;0;ACCROCHE;N0019_M3;0;;;;;01/06/2020;0;DIRE
Obx54ySqFt_6085;01/01/2019;N0019;61486;52PR65U;719;21416;874429,13;6753405,95;0;70PR31U;100;82902;928746,68;6736371,51;0;I;0;ACCROCHE;N0019_M4;1;CHATENAY-LANGRES;MZH52.F;3;QT, TT, VT, LC, VC, KC;01/06/2019;0;DIRE
Obx54ySqFt_6086;01/01/2019;N0019;5302;70PR31U;100;82902;928746,68;6736371,51;0;70PR36D;400;88204;932867,11;6733732,36;0;I;0;ACCROCHE;N0019_M5;0;;;;;01/06/2021;0;DIRE
Obx54ySqFt_6087;01/01/2019;N0019;3924;70PR36D;400;88204;932867,11;6733732,36;0;70PR40D;200;92128;936026,7;6731666,8;0;I;0;ACCROCHE;N0019_M6;0;;;;;01/06/2021;0;DIRE
Obx54ySqFt_6088;01/01/2019;N0019;4833;70PR40D;200;92128;936026,7;6731666,8;0;70PR45U;0;96961;940145,89;6729682,47;0;I;0;ACCROCHE;N0019_M7;1;LA VAUGINE;MXH70.E;2;QT, TT, VT, LC, VC;01/06/2019;0;DIRE
Obx54ySqFt_6089;01/01/2019;N0019;24325;70PR45U;0;96961;940145,89;6729682,47;0;70PR69D;400;121286;960486,85;6738687,3;0;I;0;ACCROCHE;N0019_M8;1;AMBLANS;MXH70.G;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRE
Obx54ySqFt_6090;01/01/2019;N0019;5211;70PR69D;400;121286;960486,85;6738687,3;0;70PR74D;700;126497;964085,94;6736284,45;0;I;0;ACCROCHE;N0019_M9;1;LURE;MXH70.C;3;QT, TT, VT, LC, VC, KC;01/06/2019;1;DIRE
Obx54ySqFt_6091;01/01/2019;N0019;23553;70PR74D;700;126497;964085,94;6736284,45;0;70PR98D;343;150050;983737,54;6727834,71;0;I;0;ACCROCHE;N0019_M10;1;LYOFFANS;MXH70.H;2;QT, TT, VT, LC, VC;01/10/2018;0;DIRE
Obx54ySqFt_6092;01/01/2019;N0020;19604;DD91PR3D;0;1270;586510,61;6228243,71;0;09PR35D;0;20874;587469,35;6211366,62;0;I;0;ACCROCHE;N0020_M2;1;PAMIERS;MBA09.I;2;QT, TT, VT, LC, VC;22/04/2005;0;DIRSO
Obx54ySqFt_6093;01/01/2019;N0020;4727;09PR35D;0;20874;587469,35;6211366,62;0;DF09PR39U;10;25601;587465,78;6206721,41;0;I;0;ACCROCHE;N0020_M3;1;FOIX_TUNNEL;MBA09.H;3;QT, TT, VT, LC, VC, KC;01/01/2016;0;DIRSO
Obx54ySqFt_6094;01/01/2019;N0020;14633;DF09PR39U;10;25601;587465,78;6206721,41;0;09PR54U;498;40234;585636,35;6194511,33;0;I;0;ACCROCHE;N0020_M4;1;ARIGNAC;MBA09.F / MBA09.f;3;QT, TT, VT, LC, VC, KC;01/01/2014;0;DIRSO
Obx54ySqFt_6095;01/01/2019;N0020;25131;09PR54U;498;40234;585636,35;6194511,33;0;09PR79U;614;65365;604345,76;6180698,47;0;I;0;ACCROCHE;N0020_M5;1;LES_CABANNES;MBA09.A;2;QT, TT, VT, LC, VC;01/01/2013;1;DIRSO
Obx54ySqFt_6096;01/01/2019;N0020;18934;09PR79U;614;65365;604345,76;6180698,47;0;66PR14U;0;84299;600880,05;6165187,59;0;I;0;ACCROCHE;N0020_M6;1;MERENS;MBA09.M / MBA09.m;3;QT, TT, VT, LC, VC, KC;01/01/2014;1;DIRSO
Obx54ySqFt_6097;01/01/2019;N0020;17959;66PR14U;0;84299;603236,2;6160388,74;0;FRU;0;102258;612885,71;6150017,62;0;I;0;ACCROCHE;N0020_M7;1;BOURG MME FRONT;MMY66.M / MMY66.m;2;QT, TT, VT, LC, VC;01/01/2016;0;DIRSO
Obx54ySqFt_6098;01/01/2019;N0021;12176;87PR2U;0;0;564313,24;6525695,1;0;87PR14U;398;12176;554470,59;6523458,79;0;I;0;ACCROCHE;N0021_M1;1;VALDENRAUD;MBW87.E;2;QT, TT, VT, LC, VC;14/12/2018;1;DIRCO
Obx54ySqFt_6099;01/01/2019;N0021;71509;87PR14U;398;12176;554470,59;6523458,79;0;24PR45U;555;83685;533103,08;6461772,76;0;I;0;ACCROCHE;N0021_M2;1;LA_COQUILLE;MBD24.I;2;QT, TT, VT, LC, VC;14/12/2018;0;DIRCO
Obx54ySqFt_6100;01/01/2019;N0021;4175;24PR45U;555;83685;533103,08;6461772,76;0;24PR49U;864;87860;529938,83;6459692,46;0;I;0;ACCROCHE;N0021_M3;1;SARLIAC;MBD24.J;3;QT, TT, VT, LC, VC, KC;14/12/2018;1;DIRCO
Obx54ySqFt_6101;01/01/2019;N0021;6333;24PR49U;864;87860;529938,83;6459692,46;0;24PR56U;190;94193;524482,95;6456884,26;0;I;0;ACCROCHE;N0021_M4;1;TRELISSAC;MBD24.N;2;QT, TT, VT, LC, VC;02/07/2018;0;DIRCO
Obx54ySqFt_6102;01/01/2019;N0021;726;DD24PR56U;0;94353;519242,13;6451824,83;0;24PR66U;91;95079;519232,94;6451171,2;0;I;0;ACCROCHE;N0021_M5;1;NOTRE_DAME;MBD24.M;2;QT, TT, VT, LC, VC;02/07/2018;0;DIRCO
Obx54ySqFt_6103;01/01/2019;N0021;37582;24PR66U;91;95079;519232,94;6451171,2;0;24PR104U;760;132661;505801,11;6420953,07;0;I;0;ACCROCHE;N0021_M6;1;ST_MAMET;MBD24.H;2;QT, TT, VT, LC, VC;01/06/2019;0;DIRCO
Obx54ySqFt_6104;01/01/2019;N0021;8410;24PR109U;210;136467;504249,91;6417719,63;0;24PR118U;30;144877;504860,71;6411436,26;0;I;0;ACCROCHE;N0021_M8;1;COLOMBIER;MBD24.G;2;QT, TT, VT, LC, VC;01/01/2016;1;DIRCO
Obx54ySqFt_6105;01/01/2019;N0021;44446;24PR118U;30;144877;504860,71;6411436,26;0;47PR33U;105;189323;518209,08;6373682,26;0;I;0;ACCROCHE;N0021_M9;1;CANCON;MBN47.I;2;QT, TT, VT, LC, VC;02/07/2018;0;DIRCO
Obx54ySqFt_6106;01/01/2019;N0021;8236;47PR33U;105;189323;518209,08;6373682,26;0;47PR40U;418;197559;517863,44;6368122,58;0;I;0;ACCROCHE;N0021_M10;1;VILLENEUVE;MBN47.D;2;QT, TT, VT, LC, VC;14/12/2018;1;DIRCO
Obx54ySqFt_6107;01/01/2019;N0021;20277;47PR40U;418;197559;517863,44;6368122,58;0;47PR61U;240;217836;511855,3;6352390,56;0;I;0;ACCROCHE;N0021_M11;1;CROIX_BLANCHE;MBN47.B;2;QT, TT, VT, LC, VC;01/06/2019;0;DIRCO
Obx54ySqFt_6108;01/01/2019;N0021;14360;47PR71U;915;220815;508815,91;6344102,92;0;47PR86U;315;235175;511810,61;6332044,49;0;I;0;ACCROCHE;N0021_M13;1;LAYRAC;MBN47.F;2;QT, TT, VT, LC, VC;02/07/2018;0;DIRCO
Obx54ySqFt_6109;01/01/2019;N0021;15721;47PR86U;315;235175;511810,61;6332044,49;0;CS32PR10U;0;250896;512005,17;6318797,65;0;I;0;ACCROCHE;N0021_M14;1;ASTAFFORT;MBN47.E;2;QT, TT, VT, LC, VC;02/07/2018;0;DIRCO
DO2CsI4_section1_Obx54ySqFt_6109;01/01/2019;N0021;12;CS32PR10U;0;250896;512005,17;6318797,65;0;CS32PR10U;12;250908;511996,23;6318789,6;0;I;0;ACCROCHE;N0021_M14;1;ASTAFFORT;MBN47.E;2;QT, TT, VT, LC, VC;02/07/2018;0;DIRSO
Obx54ySqFt_6110;01/01/2019;N0021;15737;CS32PR10U;12;250908;511996,23;6318789,6;0;32PR26U;856;266645;511599,16;6306657,73;0;I;0;ACCROCHE;N0021_M15;1;ST_GENY;MBS32.B;3;QT, TT, VT, LC, VC, KC;01/01/2014;1;DIRSO
Obx54ySqFt_6111;01/01/2019;N0021;20130;32PR26U;856;266645;511599,16;6306657,73;0;32PR46U;900;286775;506496,46;6288031,85;0;I;0;ACCROCHE;N0021_M16;1;ROUTE_D_AGEN;MBS32.C;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRSO
Obx54ySqFt_6112;01/01/2019;N0021;25937;32PR46U;900;286775;506496,46;6288031,85;0;32PR72U;812;312712;490747,8;6271988,51;0;I;0;ACCROCHE;N0021_M18;1;DEPOT_FERRE;MBS32.E;2;QT, TT, VT, LC, VC;01/01/2015;1;DIRSO
Obx54ySqFt_6113;01/01/2019;N0021;44784;32PR72U;812;312712;490747,8;6271988,51;0;65PR17U;815;357496;464385,7;6243714,32;0;I;0;ACCROCHE;N0021_M19;1;ESCONDEAUX;MBY65.C;3;QT, TT, VT, LC, VC, KC;01/01/2015;1;DIRSO
Obx54ySqFt_6114;01/01/2019;N0021;5541;65PR17U;815;357496;464385,7;6243714,32;0;65PR22D;515;363037;462489,16;6239938,81;0;I;0;ACCROCHE;N0021_M20;1;MOUYSSET;MBY65.J;2;QT, TT, VT, LC, VC;01/01/2016;0;DIRSO
Obx54ySqFt_6115;01/01/2019;N0021;9988;65PR22D;515;363037;462489,16;6239938,81;0;65PR29D;340;373025;457005,78;6235901,97;0;I;0;ACCROCHE;N0021_M21;1;DEBUSSY;MBY65.G;2;QT, TT, VT, LC, VC;01/01/2016;0;DIRSO
Obx54ySqFt_6116;01/01/2019;N0021;9764;65PR29D;340;373025;457005,78;6235901,97;0;FRD;0;382789;452432,69;6227833,24;0;I;0;ACCROCHE;N0021_M22;1;LANNE;MBY65,H;4;QT, TT, VT, LC, VC, KC, EC, PC;01/01/2017;0;DIRSO
Obx54ySqFt_6117;01/01/2019;N0022;5695;DD09PR4U;0;4015;599858,69;6163518,99;0;FRU;0;9710;596002,51;6161240,62;0;I;0;ACCROCHE;N0022_M2;1;PAS_MERE;MMY66.x;3;QT, TT, VT, LC, VC, KC;01/01/2016;0;DIRSO
Obx54ySqFt_6118;01/01/2019;N0024;6969;35PR0D;0;0;349186,22;6789056,55;0;35PR8D;600;6969;343216,81;6786245,18;0;I;0;ACCROCHE;N0024_M1;1;N24 OH-10_1 LE RHEU;MWJ35.E;2;QT, TT, VT, LC, VC;01/01/2004;0;DIRO
Obx54ySqFt_6119;01/01/2019;N0024;23976;35PR8D;600;6969;343216,81;6786245,18;0;35PR32D;520;30945;320980,3;6779299,26;0;I;0;ACCROCHE;N0024_M2;1;N24 OG-OH MORDELLES;MWJ35.I;2;QT, TT, VT, LC, VC;01/06/2005;0;DIRO
Obx54ySqFt_6120;01/01/2019;N0024;31838;35PR32D;520;30945;320980,3;6779299,26;0;56PR20D;640;62783;296684,73;6771414,98;0;I;0;ACCROCHE;N0024_M3;1;N24_PORCARO;MWO56.L;2;QT, TT, VT, LC, VC;01/01/2002;1;DIRO
Obx54ySqFt_6121;01/01/2019;N0024;49822;56PR20D;640;62783;296684,73;6771414,98;0;56PR71D;64;112605;251086,63;6772083,67;0;I;0;ACCROCHE;N0024_M4;1;N24_PLOERMEL;MWO56.A;2;QT, TT, VT, LC, VC;01/01/1991;1;DIRO
Obx54ySqFt_6122;01/01/2019;N0024;22413;56PR71D;64;112605;251086,63;6772083,67;0;FRD;0;135018;232776,95;6761565,7;0;I;0;ACCROCHE;N0024_M5;1;N24_PONTPACH_M;MWO56.G;3;QT, TT, VT, LC, VC, KC;01/07/2019;1;DIRO
Obx54ySqFt_6123;01/01/2019;N0025;25003;80PR9D;745;10428;650097,58;6981157,04;0;80PR33U;965;35431;652630,03;7005342,23;0;I;0;ACCROCHE;N0025_M2;1;RAMPONNEAU;MLS80.E;3;QT, TT, VT, LC, VC, KC;01/02/2015;1;DIRN
Obx54ySqFt_6124;01/01/2019;N0025;31305;80PR33U;965;35431;652630,03;7005342,23;0;62PR24U;280;66736;679453,54;7019138,9;0;I;0;ACCROCHE;N0025_M3;1;GOUY;MLP62.J;2;QT, TT, VT, LC, VC;01/03/2015;0;DIRN
Obx54ySqFt_6125;01/01/2019;N0027;29521;76PR19D;50;50;558734,91;6951467,22;0;DF76PR47U;139;29571;561795,29;6979062,6;0;I;0;ACCROCHE;N0027_M1;1;TOTES;MUM76.A;2;QT, TT, VT, LC, VC;01/07/2015;0;DIRNO
Obx54ySqFt_6126;01/01/2019;N0031;7587;76PR2D;300;1960;565585,78;6928081,27;0;76PR9U;938;9547;571363,78;6930510,55;0;I;0;ACCROCHE;N0031_M4;1;DARNETAL;MUM76.L;2;QT, TT, VT, LC, VC;01/10/2012;0;DIRNO
Obx54ySqFt_6127;01/01/2019;N0031;36558;76PR9U;938;9547;571363,78;6930510,55;0;76PR46U;714;46105;605924,73;6932551,15;0;I;0;ACCROCHE;N0031_M5;1;GOURNAY;MUM76.D;4;QT, TT, VT, LC, VC, KC, EC, PC;01/04/2017;1;DIRNO
Obx54ySqFt_6128;01/01/2019;N0031;22543;76PR46U;714;46105;605924,73;6932551,15;0;DF60PR16U;0;68648;625048,99;6925076,85;0;I;0;ACCROCHE;N0031_M6;1;N31 ONS EN BRAY;MUO60.T;2;QT, TT, VT, LC, VC;01/12/2015;0;DIRNO
Obx54ySqFt_6129;01/01/2019;N0031;24806;60PR30U;0;83431;636224,05;6926294,3;0;60PR53D;839;108237;659085,75;6920289,42;0;I;0;ACCROCHE;N0031_M7;1;RUE_ST_PIERRE;MLO60.K;2;QT, TT, VT, LC, VC;01/05/2011;0;DIRN
Obx54ySqFt_6130;01/01/2019;N0031;20582;60PR53D;839;108237;659085,75;6920289,42;0;60PR73U;1041;128819;678067,34;6922423,75;0;I;0;ACCROCHE;N0031_M8;1;CLERMONT;MLO60.B / MLO60.b;4;QT, TT, VT, LC, VC, KC, EC, PC;01/10/2012;0;DIRN
Obx54ySqFt_6131;01/01/2019;N0031;5396;60PR73U;1041;128819;678067,34;6922423,75;0;60PR79D;420;134215;683308,67;6923284,01;0;I;0;ACCROCHE;N0031_M9;0;;;;;01/12/2019;0;DIRN
Obx54ySqFt_6132;01/01/2019;N0031;32763;60PR88U;0;144126;691365,28;6925194,57;0;DD02PR19D;0;176889;722517,79;6918614,46;0;I;0;ACCROCHE;N0031_M10;1;AMBLENY;MLA02.A;2;QT, TT, VT, LC, VC;01/02/2012;0;DIRN
Obx54ySqFt_6133;01/01/2019;N0031;8778;DD02PR19D;0;176889;725868,1;6919028,02;0;02PR29D;120;185667;733673,19;6919011,51;0;I;0;ACCROCHE;N0031_M11;0;;;;;01/12/2019;0;DIRN
Obx54ySqFt_6134;01/01/2019;N0031;17336;02PR29D;120;185667;733673,19;6919011,51;0;51PR1U;653;203003;748474,02;6912325,56;0;I;0;ACCROCHE;N0031_M12;1;BAZOCHES;MLA02.V;2;QT, TT, VT, LC, VC;01/03/2012;1;DIRN
Obx54ySqFt_6135;01/01/2019;N0031;24010;51PR1U;653;203003;748474,02;6912325,56;0;51PR25D;313;227013;770966,24;6906454,14;0;I;0;ACCROCHE;N0031_M13;1;MUIZON;MZM51.B;2;QT, TT, VT, LC, VC;01/03/2012;1;DIRN
Obx54ySqFt_6136;01/01/2019;N0033;5928;57PR4D;0;0;970663,62;6898976;0;57PR10U;740;5928;970529,78;6904595,84;0;I;0;ACCROCHE;N0033_M1;0;N33_CARLING;;1;QT, TT;01/10/2018;0;DIRE
Obx54ySqFt_6137;01/01/2019;N0036;15334;77PR31U;0;0;690001,68;6861236,91;0;77PR47U;13;15334;688766,63;6846473,39;0;I;0;ACCROCHE;N0036_M1;1;N36_MARLES;MIS77.D;2;QT, TT, VT, LC, VC;12/10/2009;0;DIRIF
Obx54ySqFt_6138;01/01/2019;N0036;17615;77PR47U;13;15334;688766,63;6846473,39;0;FRU;0;32949;679500,13;6832133,79;0;I;0;ACCROCHE;N0036_M2;1;N36_BORDES;MIS77.C;2;QT, TT, VT, LC, VC;12/10/2009;0;DIRIF
Obx54ySqFt_6139;01/01/2019;N0041;9074;59PR3D;0;0;687525,65;7050047,71;0;59PR12D;94;9074;694875,37;7054757,93;0;I;0;ACCROCHE;N0041_M1;1;FOURNES;MLN59.O;3;QT, TT, VT, LC, VC, KC;01/01/2015;0;DIRN
Obx54ySqFt_6140;01/01/2019;N0041;5119;59PR12D;94;9074;694875,37;7054757,93;0;FRD;0;14193;697995,57;7058209,39;0;I;0;ACCROCHE;N0041_M2;0;SANTES;MaL59.Y;3;QT, TT, VT, LC, VC, KC;;0;DIRN
Obx54ySqFt_6141;01/01/2019;N0042;39574;62PR14D;0;0;641084,93;7069653,01;0;FRD;0;39574;604262,48;7070962,76;0;I;0;ACCROCHE;N0042_M1;1;ALINCTHUN;MLp62.C;3;QT, TT, VT, LC, VC, KC;01/03/2015;0;DIRN
Obx54ySqFt_6142;01/01/2019;N0043;1259;08PR29D;0;0;844682,92;6955050,18;0;08PR30D;639;1259;843649,09;6955763;0;I;0;ACCROCHE;N0043_M1;0;;;;;;0;DIRN
Obx54ySqFt_6143;01/01/2019;N0043;17832;DD08PR44D;0;5534;823353,97;6964837,46;0;08PR62U;856;23366;808542,1;6972941,19;0;I;0;ACCROCHE;N0043_M3;1;TOURNES;MZA08.G;2;QT, TT, VT, LC, VC;01/03/2013;0;DIRN
Obx54ySqFt_6144;01/01/2019;N0044;1624;51PR49U;50;50;796866,07;6883548,94;0;51PR52D;0;1674;796576,38;6882164,84;0;I;0;ACCROCHE;N0044_M1;1;LA VEUVE;MZM51.F;2;QT, TT, VT, LC, VC;01/06/2020;0;DIRE
Obx54ySqFt_6145;01/01/2019;N0044;7912;51PR52D;0;1674;796576,38;6882164,84;0;51PR59D;950;9586;800702,4;6875980,05;0;I;0;ACCROCHE;N0044_M2;1;ST MARTIN SUR LE PRE;MZM51.G;2;QT, TT, VT, LC, VC;19/06/2012;0;DIRE
Obx54ySqFt_6146;01/01/2019;N0044;4013;51PR59D;950;9586;800702,4;6875980,05;0;51PR63D;850;13599;802018,75;6872410,39;0;I;0;ACCROCHE;N0044_M3;1;ST MEMMIE;MZM51.H;2;QT, TT, VT, LC, VC;19/06/2012;0;DIRE
Obx54ySqFt_6147;01/01/2019;N0044;30026;51PR63D;850;13599;802018,75;6872410,39;0;DF51PR93U;347;43625;816741,76;6848834,43;0;I;0;ACCROCHE;N0044_M4;1;N44 – CHEPY;MZM51.J;2;QT, TT, VT, LC, VC;10/04/1990;1;DIRE
Obx54ySqFt_6148;01/01/2019;N0047;6833;62PR0D;0;0;688324,36;7039039,3;0;62PR7D;200;6833;688697,53;7045728,92;0;I;0;ACCROCHE;N0047_M1;1;VENDIN;MLp62.I;2;QT, TT, VT, LC, VC;15/01/2010;0;DIRN
Obx54ySqFt_6149;01/01/2019;N0047;4557;62PR7D;200;6833;688697,53;7045728,92;0;FRD;0;11390;687556,23;7050070,84;0;I;0;ACCROCHE;N0047_M2;1;LABASSEE;MLN59.Z;2;QT, TT, VT, LC, VC;01/01/2015;0;DIRN
Obx54ySqFt_6150;01/01/2019;N0051;2170;08PR4D;0;0;810436,68;6982884,4;0;08PR6D;0;2170;809747,62;6980898,23;0;I;0;ACCROCHE;N0051_M1;1;ROCROI;MZA08.K;2;QT, TT, VT, LC, VC;01/04/2010;0;DIRN
Obx54ySqFt_6151;01/01/2019;N0052;12632;57PR6U;0;0;928097,9;6905254,89;0;DD57PR18D;0;12632;927242,12;6916277,51;0;I;0;ACCROCHE;N0052_M1;1;N52 – FAMECK;MZO57.C;2;QT, TT, VT, LC, VC;02/10/2013;0;DIRE
Obx54ySqFt_6152;01/01/2019;N0052;14557;DD57PR18D;0;12632;911771,96;6927917,52;0;FF54PR14D;357;27189;901852,48;6937446,82;0;I;0;ACCROCHE;N0052_M5;1;N52 - MEXY;MZ254.A;2;QT, TT, VT, LC, VC;01/06/2020;0;DIRE
Obx54ySqFt_6153;01/01/2019;N0052;4914;FF54PR14D;357;27189;901852,48;6937446,82;0;54PR19D;480;32103;899499,62;6939983,99;0;I;0;ACCROCHE;N0052_M6;1;N52 – VIADUC DE LONGWY;MZE54.S;2;QT, TT, VT, LC, VC;01/01/2014;1;DIRE
Obx54ySqFt_6154;01/01/2019;N0052;5566;54PR19D;480;32103;899499,62;6939983,99;0;54PR24D;960;37669;903101,61;6942491,49;0;I;0;ACCROCHE;N0052_M7;1;MONT_ST_MARTIN;MZE54.I;2;QT, TT, VT, LC, VC;01/06/2020;0;DIRE
Obx54ySqFt_6155;01/01/2019;N0057;3000;54PR49D;0;0;934109,77;6835327,29;0;54PR52D;0;3000;935366,22;6832789,29;0;I;0;ACCROCHE;N0057_M1;1;N57 – FLAVIGNY;MZE54.O;2;QT, TT, VT, LC, VC;10/09/2013;0;DIRE
Obx54ySqFt_6156;01/01/2019;N0057;39397;54PR52D;0;3000;935366,22;6832789,29;0;88PR20D;320;42397;951171,12;6801781,78;0;I;0;ACCROCHE;N0057_M2;1;N57 - CHARMES;MZV88.A;3;QT, TT, VT, LC, VC, KC;01/01/2016;0;DIRE
Obx54ySqFt_6157;01/01/2019;N0057;11689;88PR20D;320;42397;951171,12;6801781,78;0;88PR31D;964;54086;958468,45;6793257,74;0;I;0;ACCROCHE;N0057_M3;1;N57 - CHAVELOT;MZV88.B;3;QT, TT, VT, LC, VC, KC;01/06/2019;1;DIRE
Obx54ySqFt_6158;01/01/2019;N0057;23278;88PR31D;964;54086;958468,45;6793257,74;0;88PR55D;180;77364;966705,29;6776341,17;0;I;0;ACCROCHE;N0057_M4;1;N57 - DEV_EPINAL;MZV88.L;2;QT, TT, VT, LC, VC;01/11/2016;0;DIRE
Obx54ySqFt_6159;01/01/2019;N0057;28135;88PR55D;180;77364;966705,29;6776341,17;0;70PR12D;0;105499;953638,35;6754907,85;0;I;0;ACCROCHE;N0057_M5;1;OLICHAMP;MZV88.D;2;QT, TT, VT, LC, VC;01/06/2019;0;DIRE
Obx54ySqFt_6160;01/01/2019;N0057;6635;70PR12D;0;105499;953638,35;6754907,85;0;70PR18U;300;112134;954555,75;6749081,95;0;I;0;ACCROCHE;N0057_M6;1;ST-SAUVEUR;MXH70.F;2;QT, TT, VT, LC, VC;29/12/2016;0;DIRE
Obx54ySqFt_6161;01/01/2019;N0057;14518;70PR18U;300;112134;954555,75;6749081,95;0;70PR32U;600;126652;945804,13;6738346,2;0;I;0;ACCROCHE;N0057_M7;1;PONT_JOLY;MXH70.D;2;QT, TT, VT, LC, VC;01/04/2015;1;DIRE
Obx54ySqFt_6162;01/01/2019;N0057;11676;70PR32U;600;126652;945804,13;6738346,2;0;DD70PR44U;0;138328;938396,5;6730200,42;0;I;0;ACCROCHE;N0057_M8;0;;;;;01/06/2020;0;DIRE
Obx54ySqFt_6163;01/01/2019;N0057;29924;70PR51U;700;145489;935855,76;6724016,18;0;25PR0D;0;175413;927027,48;6697227,15;0;I;0;ACCROCHE;N0057_M10;1;LA_MALACHERE;MXH70.A;3;QT, TT, VT, LC, VC, KC;01/06/2019;1;DIRE
Obx54ySqFt_6164;01/01/2019;N0057;3866;25PR0D;0;175413;927027,48;6697227,15;0;25PR3U;800;179279;925855,64;6693569,7;0;I;0;ACCROCHE;N0057_M11;1;CHATILLON_DUC;MXD25.C;2;QT, TT, VT, LC, VC;01/01/2015;0;DIRE
Obx54ySqFt_6165;01/01/2019;N0057;3337;25PR3U;800;179279;925855,64;6693569,7;0;25PR7D;255;182616;926210,05;6690591,42;0;I;0;ACCROCHE;N0057_M12;0;;;;;01/06/2020;0;DIRE
Obx54ySqFt_6166;01/01/2019;N0057;1940;25PR7D;255;182616;926210,05;6690591,42;0;25PR9D;280;184556;927215,97;6689000,56;0;I;0;ACCROCHE;N0057_M13;1;VALENTIN;MXD25.J;3;QT, TT, VT, LC, VC, KC;01/01/2016;0;DIRE
Obx54ySqFt_6167;01/01/2019;N0057;2944;FF25PR12D;265;189571;925387,99;6684955,55;0;CS25PR14U;250;192515;927043,75;6683486,12;0;I;0;ACCROCHE;N0057_M15;1;MICROPOLIS;MXD25.Q;2;QT, TT, VT, LC, VC;01/04/2011;0;DIRE
Obx54ySqFt_6168;01/01/2019;N0057;7299;CS25PR14U;250;192515;927043,75;6683486,12;0;25PR21D;0;199814;932990,16;6684599,86;0;I;0;ACCROCHE;N0057_M16;1;MERCUREAUX;MXD25.N;2;QT, TT, VT, LC, VC;11/04/2011;0;DIRE
Obx54ySqFt_6169;01/01/2019;N0057;16298;25PR21D;0;199814;932990,16;6684599,86;0;25PR37U;107;216112;946390,35;6678129,78;0;I;0;ACCROCHE;N0057_M17;1;SAONE;MXD25.L;2;QT, TT, VT, LC, VC;22/10/1998;0;DIRE
Obx54ySqFt_6170;01/01/2019;N0057;19956;25PR37U;107;216112;946390,35;6678129,78;0;25PR56U;691;236068;952548,69;6662610,03;0;I;0;ACCROCHE;N0057_M18;1;ETALANS;;;;01/06/2019;0;DIRE
Obx54ySqFt_6171;01/01/2019;N0057;10805;25PR56U;691;236068;952548,69;6662610,03;0;25PR67U;383;246873;953855,09;6652553,45;0;I;0;ACCROCHE;N0057_M19;1;LA_VRINE;MXD25.A;3;QT, TT, VT, LC, VC, KC;01/01/2017;1;DIRE
